Type,Number,Transaction Date,Last Payment Date,Amt. Paid (USD)
Invoice,17447,11/22/2024,12/04/2024,5310.00
Invoice,17448,11/22/2024,12/04/2024,5310.00
Invoice,17449,11/22/2024,12/04/2024,5575.00
Invoice,17450,11/22/2024,12/04/2024,5510.00
Invoice,17451,11/22/2024,12/04/2024,5510.00
Invoice,17452,11/22/2024,12/04/2024,5310.00
Invoice,17453,11/22/2024,12/04/2024,5375.00
Invoice,17454,11/22/2024,12/04/2024,5310.00
Invoice,17455,11/22/2024,12/04/2024,5310.00
Invoice,17456,11/22/2024,12/04/2024,5310.00
Invoice,17457,11/22/2024,12/04/2024,5310.00
Invoice,17458,11/22/2024,12/04/2024,5310.00
Invoice,17459,11/22/2024,12/04/2024,7810.00
Invoice,17460,11/22/2024,12/04/2024,7810.00
Invoice,17469,11/22/2024,12/04/2024,5310.00
Invoice,17470,11/22/2024,12/04/2024,5310.00
Invoice,17471,11/22/2024,12/04/2024,5310.00
Invoice,17518,11/22/2024,12/17/2024,5310.00
Invoice,17519,11/22/2024,12/17/2024,5310.00
Invoice,17398,11/22/2024,12/02/2024,2832.23
Invoice,17410,11/22/2024,,0.00
Invoice,17443,11/22/2024,12/13/2024,5830.00
Invoice,17409,11/22/2024,12/02/2024,3581.22
Invoice,17407,11/21/2024,11/25/2024,2216.50
Invoice,17406,11/21/2024,03/20/2025,358.70
Invoice,17404,11/21/2024,12/16/2024,1528.21
Invoice,17429,11/21/2024,12/06/2024,55.00
Invoice,17403,11/21/2024,01/24/2025,15045.55
Invoice,17401,11/21/2024,01/07/2025,8150.00
Invoice,17400,11/21/2024,01/07/2025,1506.00
Invoice,17402,11/21/2024,01/07/2025,1496.00
Invoice,17399,11/20/2024,01/07/2025,2135.00
Invoice,17394,11/20/2024,01/08/2025,4804.00
Invoice,17375,11/20/2024,01/07/2025,15150.00
Invoice,17364,11/19/2024,12/09/2024,18220.00
Invoice,17405,11/19/2024,03/20/2025,872.21
Invoice,17363,11/19/2024,11/22/2024,3530.00
Invoice,17397,11/19/2024,12/10/2024,5159.68
Invoice,17396,11/19/2024,12/02/2024,5132.50
Invoice,17361,11/19/2024,,0.00
Invoice,17360,11/18/2024,01/13/2025,5445.25
Invoice,17419,11/18/2024,01/14/2025,4812.80
Invoice,17353,11/18/2024,11/19/2024,6140.00
Invoice,17488,11/18/2024,01/15/2025,525.00
Invoice,17487,11/18/2024,01/03/2025,5977.81
Invoice,17366,11/17/2024,11/22/2024,6510.00
Invoice,17520,11/16/2024,01/27/2025,220.00
Invoice,17365,11/16/2024,12/13/2024,5808.00
Invoice,17358,11/15/2024,03/20/2025,5934.92
Invoice,17395,11/15/2024,11/25/2024,5200.00
Invoice,17367,11/15/2024,11/22/2024,5510.00
Invoice,17368,11/15/2024,11/22/2024,5375.00
Invoice,17369,11/15/2024,11/22/2024,5310.00
Invoice,17370,11/15/2024,11/22/2024,5510.00
Invoice,17371,11/15/2024,11/22/2024,5510.00
Invoice,17372,11/15/2024,11/22/2024,5510.00
Invoice,17373,11/15/2024,11/22/2024,5510.00
Invoice,17374,11/15/2024,11/22/2024,5310.00
Invoice,17376,11/15/2024,11/22/2024,5375.00
Invoice,17377,11/15/2024,11/22/2024,5510.00
Invoice,17378,11/15/2024,11/22/2024,5310.00
Invoice,17379,11/15/2024,11/22/2024,5375.00
Invoice,17380,11/15/2024,11/22/2024,5310.00
Invoice,17381,11/15/2024,11/22/2024,5310.00
Invoice,17382,11/15/2024,11/22/2024,5310.00
Invoice,17383,11/15/2024,11/22/2024,5375.00
Invoice,17384,11/15/2024,11/22/2024,5310.00
Invoice,17385,11/15/2024,11/22/2024,5310.00
Invoice,17386,11/15/2024,11/22/2024,5375.00
Invoice,17387,11/15/2024,11/22/2024,5310.00
Invoice,17388,11/15/2024,11/22/2024,5375.00
Invoice,17389,11/15/2024,11/22/2024,5310.00
Invoice,17354,11/15/2024,03/20/2025,759.56
Invoice,17412,11/15/2024,01/14/2025,426.00
Invoice,17350,11/15/2024,12/13/2024,3410.12
Invoice,17351,11/14/2024,11/20/2024,5265.61
Invoice,17349,11/13/2024,12/17/2024,1565.00
Invoice,17356,11/13/2024,11/20/2024,2325.00
Invoice,17344,11/13/2024,03/11/2025,9725.47
Invoice,17485,11/13/2024,01/15/2025,525.00
Invoice,17484,11/13/2024,01/03/2025,5907.57
Invoice,17343,11/12/2024,11/19/2024,9233.84
Invoice,17340,11/12/2024,01/03/2025,738.22
Invoice,17427,11/12/2024,03/11/2025,8564.45
Invoice,17516,11/11/2024,01/03/2025,322.71
Invoice,17312,11/11/2024,11/21/2024,846.81
Invoice,17311,11/11/2024,11/19/2024,5604.22
Invoice,17310,11/11/2024,11/29/2024,6032.50
Invoice,17307,11/11/2024,11/22/2024,4850.00
Invoice,17481,11/11/2024,01/15/2025,525.00
Invoice,17480,11/11/2024,01/03/2025,5747.69
Invoice,17441,11/11/2024,12/13/2024,3380.71
Invoice,17483,11/10/2024,01/06/2025,525.00
Invoice,17482,11/10/2024,01/03/2025,5150.68
Invoice,17309,11/09/2024,11/20/2024,2300.00
Invoice,17346,11/09/2024,03/20/2025,8916.39
Invoice,17493,11/09/2024,04/23/2025,2501.00
Invoice,17306,11/08/2024,12/12/2024,220.00
Invoice,17341,11/08/2024,01/07/2025,2185.00
Invoice,17348,11/08/2024,12/02/2024,2900.00
Invoice,17318,11/08/2024,11/15/2024,5310.00
Invoice,17319,11/08/2024,11/15/2024,5310.00
Invoice,17320,11/08/2024,11/15/2024,5375.00
Invoice,17321,11/08/2024,11/15/2024,5310.00
Invoice,17322,11/08/2024,11/15/2024,5310.00
Invoice,17323,11/08/2024,11/15/2024,5310.00
Invoice,17324,11/08/2024,11/15/2024,5310.00
Invoice,17325,11/08/2024,11/15/2024,5310.00
Invoice,17326,11/08/2024,11/15/2024,5310.00
Invoice,17327,11/08/2024,11/15/2024,5375.00
Invoice,17328,11/08/2024,11/15/2024,5310.00
Invoice,17329,11/08/2024,11/15/2024,5310.00
Invoice,17330,11/08/2024,11/15/2024,5310.00
Invoice,17331,11/08/2024,11/15/2024,5310.00
Invoice,17332,11/08/2024,11/15/2024,5375.00
Invoice,17333,11/08/2024,11/15/2024,5375.00
Invoice,17334,11/08/2024,11/15/2024,5310.00
Invoice,17335,11/08/2024,11/15/2024,5310.00
Invoice,17336,11/08/2024,11/15/2024,5310.00
Invoice,17337,11/08/2024,11/15/2024,5310.00
Invoice,17338,11/08/2024,11/15/2024,5310.00
Invoice,17339,11/08/2024,11/20/2024,7200.00
Invoice,17227,11/08/2024,11/19/2024,5400.00
Invoice,17304,11/08/2024,11/19/2024,5455.00
Invoice,17305,11/08/2024,11/13/2024,4750.00
Invoice,17308,11/08/2024,12/02/2024,16980.00
Invoice,17303,11/08/2024,01/30/2025,9154.85
Invoice,17298,11/07/2024,01/03/2025,175.00
Invoice,17273,11/06/2024,,0.00
Invoice,17357,11/05/2024,03/26/2025,23231.70
Invoice,17301,11/05/2024,12/23/2024,1795.00
Invoice,17302,11/05/2024,12/23/2024,1727.77
Invoice,17263,11/05/2024,11/06/2024,819.13
Invoice,17260,11/05/2024,11/07/2024,585.00
Invoice,17268,11/04/2024,12/23/2024,235.00
Invoice,17230,11/04/2024,11/14/2024,2917.20
Invoice,17223,11/04/2024,02/13/2025,14249.76
Invoice,17228,11/04/2024,11/04/2024,390.00
Invoice,17272,11/04/2024,11/20/2024,1800.00
Invoice,17352,11/02/2024,12/13/2024,1547.26
Invoice,17345,11/01/2024,02/04/2025,8976.45
Invoice,17355A,11/01/2024,,0.00
Invoice,17221,11/01/2024,11/06/2024,445.00
Invoice,17045,11/01/2024,11/20/2024,4383.12
Invoice,17342,11/01/2024,12/12/2024,3809.88
Invoice,17222,11/01/2024,11/01/2024,145.00
Invoice,17276,11/01/2024,12/13/2024,396.88
Invoice,17355,11/01/2024,03/26/2025,61365.53
Invoice,17238,10/31/2024,11/21/2024,5910.00
Invoice,17292,10/31/2024,12/06/2024,5392.92
Invoice,17234,10/31/2024,11/21/2024,11942.50
Invoice,17224,10/31/2024,12/04/2024,24856.54
Invoice,17232,10/31/2024,11/15/2024,24540.00
Invoice,17267,10/31/2024,01/08/2025,255.39
Invoice,17266,10/31/2024,01/08/2025,1727.82
Invoice,17236,10/31/2024,11/06/2024,5310.00
Invoice,17237,10/31/2024,11/06/2024,5310.00
Invoice,17239,10/31/2024,11/06/2024,5310.00
Invoice,17240,10/31/2024,11/06/2024,5310.00
Invoice,17241,10/31/2024,11/06/2024,5310.00
Invoice,17242,10/31/2024,11/06/2024,5310.00
Invoice,17243,10/31/2024,11/06/2024,5310.00
Invoice,17244,10/31/2024,11/06/2024,5310.00
Invoice,17245,10/31/2024,11/06/2024,5310.00
Invoice,17246,10/31/2024,11/06/2024,5310.00
Invoice,17247,10/31/2024,11/06/2024,5310.00
Invoice,17248,10/31/2024,11/06/2024,5310.00
Invoice,17249,10/31/2024,11/06/2024,5310.00
Invoice,17250,10/31/2024,11/06/2024,5375.00
Invoice,17251,10/31/2024,11/06/2024,5310.00
Invoice,17252,10/31/2024,11/06/2024,5310.00
Invoice,17253,10/31/2024,11/06/2024,5310.00
Invoice,17254,10/31/2024,11/06/2024,5375.00
Invoice,17255,10/31/2024,11/06/2024,5310.00
Invoice,17233,10/31/2024,11/06/2024,5310.00
Invoice,17235,10/31/2024,11/06/2024,5310.00
Invoice,17229,10/31/2024,11/06/2024,5310.00
Invoice,17264,10/31/2024,01/08/2025,1371.43
Invoice,17220,10/31/2024,12/04/2024,14856.00
Invoice,17219,10/31/2024,11/18/2024,3795.00
Invoice,17218,10/31/2024,11/18/2024,3795.00
Invoice,17262,10/31/2024,11/07/2024,5764.19
Invoice,17217,10/31/2024,11/18/2024,3795.00
Invoice,17261,10/31/2024,12/04/2024,12464.73
Invoice,17278,10/31/2024,,0.00
Invoice,17275,10/31/2024,12/13/2024,1841.76
Invoice,17281,10/31/2024,12/27/2024,525.00
Invoice,17283,10/31/2024,12/27/2024,525.00
Invoice,17287,10/31/2024,12/27/2024,525.00
Invoice,17289,10/31/2024,12/27/2024,525.00
Invoice,17285,10/31/2024,12/27/2024,525.00
Invoice,17280,10/31/2024,12/13/2024,6251.97
Invoice,17282,10/31/2024,12/13/2024,6536.58
Invoice,17286,10/31/2024,12/13/2024,5134.72
Invoice,17288,10/31/2024,12/13/2024,4076.90
Invoice,17284,10/31/2024,12/13/2024,5979.86
Invoice,17213,10/31/2024,,0.00
Invoice,17295,10/30/2024,03/11/2025,9596.86
Invoice,17296,10/29/2024,02/25/2025,9108.45
Invoice,17210,10/29/2024,11/15/2024,5905.00
Invoice,17209,10/29/2024,11/29/2024,4985.00
Invoice,17216,10/29/2024,11/07/2024,1954.28
Invoice,17208,10/28/2024,12/04/2024,1150.00
Invoice,17207,10/28/2024,12/04/2024,1000.00
Invoice,17212,10/28/2024,11/06/2024,445.63
Invoice,17226,10/27/2024,12/10/2024,2141.00
Invoice,17176,10/26/2024,12/17/2024,525.00
Invoice,17270,10/26/2024,12/17/2024,525.00
Invoice,17175,10/26/2024,12/13/2024,5543.48
Invoice,17269,10/26/2024,12/12/2024,5569.96
Invoice,17274,10/26/2024,12/13/2024,3760.00
Invoice,17186,10/25/2024,11/04/2024,2851.90
Invoice,17294,10/25/2024,12/23/2024,1555.29
Invoice,17185,10/25/2024,11/18/2024,3795.00
Invoice,17188,10/25/2024,10/29/2024,6510.00
Invoice,17189,10/25/2024,10/29/2024,6510.00
Invoice,17190,10/25/2024,10/29/2024,6510.00
Invoice,17191,10/25/2024,10/29/2024,5375.00
Invoice,17192,10/25/2024,10/29/2024,5310.00
Invoice,17193,10/25/2024,10/29/2024,5310.00
Invoice,17194,10/25/2024,10/29/2024,5310.00
Invoice,17195,10/25/2024,10/29/2024,5310.00
Invoice,17196,10/25/2024,10/29/2024,5310.00
Invoice,17197,10/25/2024,10/29/2024,5310.00
Invoice,17198,10/25/2024,10/29/2024,5310.00
Invoice,17199,10/25/2024,10/29/2024,5310.00
Invoice,17200,10/25/2024,10/29/2024,5310.00
Invoice,17201,10/25/2024,10/29/2024,5310.00
Invoice,17202,10/25/2024,10/29/2024,5310.00
Invoice,17203,10/25/2024,10/29/2024,5310.00
Invoice,17204,10/25/2024,10/29/2024,5310.00
Invoice,17205,10/25/2024,10/29/2024,5375.00
Invoice,17206,10/25/2024,10/29/2024,5310.00
Invoice,17187,10/25/2024,11/13/2024,5400.00
Invoice,17184,10/25/2024,11/18/2024,3795.00
Invoice,17183,10/25/2024,11/18/2024,3795.00
Invoice,17182,10/25/2024,10/31/2024,16271.74
Invoice,17181,10/25/2024,11/18/2024,3795.00
Invoice,17258,10/25/2024,11/07/2024,2735.85
Invoice,17180,10/25/2024,10/25/2024,1625.00
Invoice,17179,10/24/2024,01/08/2025,1711.15
Invoice,17178,10/24/2024,01/08/2025,2434.23
Invoice,17177,10/24/2024,11/13/2024,26259.36
Invoice,17169,10/24/2024,12/17/2024,4915.00
Invoice,17168,10/24/2024,10/24/2024,758.00
Invoice,17166,10/23/2024,11/13/2024,14412.00
Invoice,17165,10/23/2024,11/04/2024,2520.00
Invoice,17164,10/23/2024,11/13/2024,24856.48
Invoice,17297,10/23/2024,01/03/2025,1480.94
Invoice,17162,10/22/2024,11/13/2024,4508.00
Invoice,17161,10/22/2024,10/23/2024,4526.62
Invoice,17160,10/22/2024,11/13/2024,4508.00
Invoice,17159,10/22/2024,11/18/2024,517.18
Invoice,17158,10/22/2024,11/04/2024,5192.75
Invoice,17157,10/22/2024,10/24/2024,4971.90
Invoice,17132,10/22/2024,11/06/2024,5855.00
Invoice,17131,10/22/2024,11/06/2024,24312.50
Invoice,17129,10/22/2024,10/31/2024,6025.00
Invoice,17174,10/22/2024,12/11/2024,3630.00
Invoice,17124,10/22/2024,12/16/2024,785.80
Invoice,17279,10/22/2024,12/12/2024,521.64
Invoice,17122,10/21/2024,11/11/2024,5865.00
Invoice,17120,10/21/2024,04/16/2025,1649.14
Invoice,17257,10/20/2024,11/14/2024,3004.83
Invoice,17291,10/20/2024,12/12/2024,240.00
Invoice,17290,10/20/2024,12/12/2024,5395.18
Invoice,17126,10/19/2024,10/23/2024,5310.00
Invoice,17127,10/19/2024,10/23/2024,5310.00
Invoice,17128,10/19/2024,10/23/2024,5310.00
Invoice,17130,10/19/2024,10/23/2024,5310.00
Invoice,17133,10/19/2024,10/23/2024,5310.00
Invoice,17134,10/19/2024,10/23/2024,5310.00
Invoice,17135,10/19/2024,10/23/2024,5310.00
Invoice,17136,10/19/2024,10/23/2024,5310.00
Invoice,17137,10/19/2024,10/23/2024,5310.00
Invoice,17138,10/19/2024,10/23/2024,5310.00
Invoice,17139,10/19/2024,10/23/2024,5310.00
Invoice,17145,10/19/2024,10/23/2024,5310.00
Invoice,17146,10/19/2024,10/23/2024,5310.00
Invoice,17147,10/19/2024,10/23/2024,5310.00
Invoice,17148,10/19/2024,10/23/2024,5310.00
Invoice,17149,10/19/2024,10/23/2024,5310.00
Invoice,17150,10/19/2024,10/23/2024,5310.00
Invoice,17151,10/19/2024,10/23/2024,5310.00
Invoice,17152,10/19/2024,10/23/2024,5375.00
Invoice,17153,10/19/2024,10/23/2024,5310.00
Invoice,17154,10/19/2024,10/23/2024,5310.00
Invoice,17155,10/19/2024,10/23/2024,5310.00
Invoice,17156,10/19/2024,10/23/2024,5310.00
Invoice,17211,10/19/2024,11/06/2024,3904.00
Invoice,17119,10/18/2024,10/28/2024,5820.00
Invoice,17140,10/18/2024,10/23/2024,5310.00
Invoice,17141,10/18/2024,10/23/2024,5360.00
Invoice,17142,10/18/2024,10/23/2024,5310.00
Invoice,17143,10/18/2024,10/23/2024,5310.00
Invoice,17144,10/18/2024,10/23/2024,5310.00
Invoice,17116,10/18/2024,10/24/2024,5400.00
Invoice,17118,10/18/2024,10/24/2024,5400.00
Invoice,17121,10/18/2024,02/25/2025,6227.60
Invoice,17115,10/17/2024,12/17/2024,2379.03
Invoice,17114,10/17/2024,11/05/2024,456.23
Invoice,17112,10/15/2024,,0.00
Invoice,17111,10/15/2024,,0.00
Invoice,17088,10/15/2024,10/29/2024,5910.00
Invoice,INV55844,10/14/2024,,0.00
Invoice,17109,10/12/2024,11/22/2024,5350.00
Invoice,17089,10/12/2024,10/17/2024,5360.00
Invoice,17090,10/12/2024,10/17/2024,5360.00
Invoice,17091,10/12/2024,10/17/2024,5425.00
Invoice,17092,10/12/2024,10/17/2024,5360.00
Invoice,17093,10/12/2024,10/17/2024,5360.00
Invoice,17094,10/12/2024,10/17/2024,5360.00
Invoice,17095,10/12/2024,10/17/2024,5360.00
Invoice,17096,10/12/2024,10/17/2024,5360.00
Invoice,17097,10/12/2024,10/17/2024,5735.97
Invoice,17098,10/12/2024,10/17/2024,5360.00
Invoice,17099,10/12/2024,10/17/2024,5732.21
Invoice,17100,10/12/2024,10/17/2024,5425.00
Invoice,17101,10/12/2024,10/17/2024,5740.59
Invoice,17103,10/12/2024,10/17/2024,5360.00
Invoice,17104,10/12/2024,10/17/2024,5360.00
Invoice,17105,10/12/2024,10/17/2024,5360.00
Invoice,17106,10/12/2024,10/17/2024,5360.00
Invoice,17107,10/12/2024,10/17/2024,5425.00
Invoice,17108,10/12/2024,10/17/2024,5425.00
Invoice,17113,10/12/2024,10/17/2024,6590.00
Invoice,17171,10/11/2024,11/27/2024,525.00
Invoice,17170,10/11/2024,12/12/2024,6655.88
Invoice,17085,10/10/2024,12/10/2024,1469.38
Invoice,17084,10/10/2024,12/12/2024,834.02
Invoice,17083,10/10/2024,10/18/2024,2329.97
Invoice,17125,10/09/2024,12/04/2024,3750.00
Invoice,17078,10/09/2024,10/16/2024,1575.00
Invoice,17173,10/09/2024,11/27/2024,525.00
Invoice,17172,10/09/2024,12/12/2024,5220.63
Invoice,17081,10/08/2024,12/10/2024,595.00
Invoice,17073,10/08/2024,10/29/2024,575.00
Invoice,17072,10/08/2024,10/25/2024,493.80
Invoice,17082,10/08/2024,12/04/2024,8520.00
Invoice,17071,10/08/2024,10/18/2024,2943.00
Invoice,17075,10/08/2024,12/12/2024,1141.02
Invoice,17076,10/08/2024,12/12/2024,1277.84
Invoice,17077,10/08/2024,12/12/2024,637.29
Invoice,17080,10/06/2024,11/27/2024,525.00
Invoice,17079,10/06/2024,12/12/2024,7948.87
Invoice,17087,10/05/2024,11/06/2024,1879.97
Invoice,17051,10/04/2024,04/03/2025,600.00
Invoice,17059,10/04/2024,10/09/2024,5360.00
Invoice,17060,10/04/2024,10/09/2024,5360.00
Invoice,17061,10/04/2024,10/09/2024,5360.00
Invoice,17062,10/04/2024,10/09/2024,5425.00
Invoice,17063,10/04/2024,10/09/2024,5360.00
Invoice,17064,10/04/2024,10/09/2024,5360.00
Invoice,17065,10/04/2024,10/09/2024,5360.00
Invoice,17066,10/04/2024,10/09/2024,5360.00
Invoice,17067,10/04/2024,10/09/2024,5360.00
Invoice,17068,10/04/2024,10/09/2024,5360.00
Invoice,17069,10/04/2024,10/09/2024,5360.00
Invoice,17070,10/04/2024,10/09/2024,5360.00
Invoice,17074,10/04/2024,10/21/2024,5400.00
Invoice,17053,10/02/2024,10/09/2024,5360.00
Invoice,17054,10/02/2024,10/09/2024,5360.00
Invoice,17055,10/02/2024,10/09/2024,5360.00
Invoice,17056,10/02/2024,10/09/2024,5360.00
Invoice,17057,10/02/2024,10/09/2024,5360.00
Invoice,17058,10/02/2024,10/09/2024,5360.00
Invoice,17123,10/01/2024,10/25/2024,3297.62
Invoice,16988,10/01/2024,10/23/2024,3009.93
Invoice,17047,09/30/2024,10/08/2024,7184.74
Invoice,17046,09/30/2024,11/20/2024,1885.56
Invoice,17044,09/30/2024,12/20/2024,34530.00
Invoice,17042,09/30/2024,10/04/2024,1025.32
Invoice,17050,09/30/2024,12/17/2024,1832.27
Invoice,17052,09/30/2024,10/24/2024,12464.73
Invoice,17031,09/30/2024,11/14/2024,525.00
Invoice,17034,09/30/2024,11/14/2024,525.00
Invoice,17030,09/30/2024,11/20/2024,5398.36
Invoice,17033,09/30/2024,11/13/2024,5124.48
Invoice,16984,09/30/2024,,0.00
Invoice,17049,09/30/2024,10/04/2024,3062.18
Invoice,17023,09/29/2024,10/11/2024,7335.00
Invoice,17043,09/29/2024,10/25/2024,16852.86
Invoice,16980,09/28/2024,12/18/2024,2770.00
Invoice,16981,09/28/2024,10/24/2024,5985.00
Invoice,17038,09/28/2024,11/06/2024,4134.50
Invoice,16983,09/27/2024,10/18/2024,476.64
Invoice,16982,09/27/2024,10/18/2024,1339.19
Invoice,16974,09/27/2024,10/24/2024,4300.00
Invoice,16990,09/27/2024,10/01/2024,5360.00
Invoice,16991,09/27/2024,10/01/2024,5360.00
Invoice,16992,09/27/2024,10/01/2024,5360.00
Invoice,16993,09/27/2024,10/01/2024,5360.00
Invoice,16994,09/27/2024,10/01/2024,5425.00
Invoice,16995,09/27/2024,10/01/2024,5360.00
Invoice,16996,09/27/2024,10/01/2024,5360.00
Invoice,16997,09/27/2024,10/01/2024,5425.00
Invoice,16998,09/27/2024,10/01/2024,5360.00
Invoice,16999,09/27/2024,10/01/2024,5360.00
Invoice,17000,09/27/2024,10/01/2024,5360.00
Invoice,17001,09/27/2024,10/01/2024,5360.00
Invoice,17002,09/27/2024,10/01/2024,5360.00
Invoice,17003,09/27/2024,10/01/2024,5360.00
Invoice,17004,09/27/2024,10/01/2024,5360.00
Invoice,17005,09/27/2024,10/01/2024,5360.00
Invoice,17006,09/27/2024,10/01/2024,5360.00
Invoice,17007,09/27/2024,10/01/2024,5360.00
Invoice,17008,09/27/2024,10/01/2024,5425.00
Invoice,17009,09/27/2024,10/01/2024,5425.00
Invoice,17010,09/27/2024,10/01/2024,5425.00
Invoice,17011,09/27/2024,10/01/2024,5360.00
Invoice,17012,09/27/2024,10/01/2024,5360.00
Invoice,17013,09/27/2024,10/01/2024,5360.00
Invoice,17014,09/27/2024,10/01/2024,5360.00
Invoice,17015,09/27/2024,10/01/2024,5360.00
Invoice,17016,09/27/2024,10/01/2024,5360.00
Invoice,17017,09/27/2024,10/01/2024,5360.00
Invoice,17018,09/27/2024,10/01/2024,5360.00
Invoice,17019,09/27/2024,10/01/2024,5360.00
Invoice,17020,09/27/2024,10/01/2024,5360.00
Invoice,17021,09/27/2024,10/01/2024,5360.00
Invoice,16979,09/26/2024,10/21/2024,5445.25
Invoice,16989,09/26/2024,10/01/2024,1760.00
Invoice,16977,09/26/2024,02/25/2025,8499.59
Invoice,16976,09/25/2024,11/20/2024,1961.44
Invoice,16975,09/25/2024,11/15/2024,2309.38
Invoice,16969,09/25/2024,10/25/2024,65983.27
Invoice,16965,09/25/2024,10/14/2024,31291.82
Invoice,16962,09/25/2024,10/24/2024,5160.00
Invoice,16958,09/25/2024,09/26/2024,7282.50
Invoice,16944,09/25/2024,12/27/2024,258.48
Invoice,17040,09/25/2024,10/29/2024,1797.53
Invoice,17027,09/25/2024,11/12/2024,525.00
Invoice,17029,09/25/2024,11/12/2024,525.00
Invoice,17026,09/25/2024,11/13/2024,6293.61
Invoice,17028,09/25/2024,11/12/2024,6434.91
Invoice,16943,09/25/2024,09/27/2024,1204.52
Invoice,16942,09/25/2024,09/27/2024,11894.49
Invoice,16896,09/24/2024,11/06/2024,1605.00
Invoice,16939,09/24/2024,11/15/2024,1366.18
Invoice,16938,09/24/2024,12/13/2024,10320.00
Invoice,16937,09/24/2024,12/05/2024,22250.00
Invoice,16935,09/24/2024,11/15/2024,22100.00
Invoice,16933,09/24/2024,09/25/2024,4390.00
Invoice,16932,09/24/2024,05/29/2025,3066.77
Invoice,16930,09/23/2024,10/24/2024,9475.00
Invoice,16929,09/23/2024,10/18/2024,1190.49
Invoice,16928,09/23/2024,10/24/2024,3795.00
Invoice,16924,09/23/2024,10/24/2024,3795.00
Invoice,16922,09/23/2024,10/24/2024,3795.00
Invoice,16921,09/23/2024,10/24/2024,3795.00
Invoice,16920,09/23/2024,10/24/2024,3795.00
Invoice,16919,09/23/2024,10/24/2024,2930.00
Invoice,16918,09/23/2024,10/24/2024,2580.00
Invoice,16917,09/23/2024,02/25/2025,4665.67
Invoice,17025,09/23/2024,11/06/2024,525.00
Invoice,17024,09/23/2024,11/12/2024,5917.73
Invoice,16931,09/22/2024,11/06/2024,1060.00
Invoice,16945,09/21/2024,11/06/2024,1689.39
Invoice,16967,09/20/2024,01/06/2025,5230.00
Invoice,16916,09/20/2024,10/25/2024,6733.11
Invoice,16901,09/20/2024,09/27/2024,6590.00
Invoice,16946,09/20/2024,09/27/2024,5360.00
Invoice,16947,09/20/2024,09/27/2024,5360.00
Invoice,16948,09/20/2024,09/27/2024,5360.00
Invoice,16949,09/20/2024,09/27/2024,5360.00
Invoice,16950,09/20/2024,09/27/2024,5360.00
Invoice,16951,09/20/2024,09/27/2024,5360.00
Invoice,16952,09/20/2024,09/27/2024,5360.00
Invoice,16953,09/20/2024,09/27/2024,5360.00
Invoice,16954,09/20/2024,09/27/2024,5425.00
Invoice,16955,09/20/2024,09/27/2024,5360.00
Invoice,16956,09/20/2024,09/27/2024,5425.00
Invoice,16957,09/20/2024,09/27/2024,5360.00
Invoice,16959,09/20/2024,09/27/2024,5360.00
Invoice,16960,09/20/2024,09/27/2024,5360.00
Invoice,16961,09/20/2024,09/27/2024,5360.00
Invoice,16963,09/20/2024,09/27/2024,5360.00
Invoice,16964,09/20/2024,09/27/2024,5425.00
Invoice,16966,09/20/2024,09/27/2024,5360.00
Invoice,16915,09/20/2024,09/24/2024,614.80
Invoice,16936,09/20/2024,01/28/2025,5315.48
Invoice,16934,09/20/2024,09/25/2024,2570.00
Invoice,16911,09/20/2024,10/18/2024,525.00
Invoice,16913,09/20/2024,11/01/2024,525.00
Invoice,17036,09/20/2024,11/07/2024,2475.00
Invoice,16910,09/20/2024,11/12/2024,5973.34
Invoice,16912,09/20/2024,11/12/2024,4996.84
Invoice,17035,09/20/2024,11/12/2024,14172.00
Invoice,16907,09/19/2024,09/24/2024,6381.34
Invoice,16902,09/19/2024,11/15/2024,2918.40
Invoice,16849,09/19/2024,11/05/2024,1980.00
Invoice,16847,09/19/2024,11/06/2024,2837.00
Invoice,16899,09/18/2024,09/20/2024,2264.99
Invoice,16898,09/18/2024,10/10/2024,7668.92
Invoice,16897,09/18/2024,09/20/2024,1844.16
Invoice,16895,09/18/2024,11/29/2024,27000.00
Invoice,16870,09/17/2024,11/15/2024,1434.98
Invoice,16869,09/17/2024,10/14/2024,10340.00
Invoice,16768,09/17/2024,09/24/2024,614.80
Invoice,16868,09/17/2024,09/20/2024,1422.00
Invoice,16867,09/17/2024,09/26/2024,780.00
Invoice,16865,09/17/2024,09/30/2024,3675.00
Invoice,16863,09/16/2024,09/24/2024,200.00
Invoice,16862,09/16/2024,09/26/2024,2580.00
Invoice,16970,09/16/2024,09/27/2024,3250.00
Invoice,16971,09/16/2024,09/27/2024,3250.00
Invoice,16972,09/16/2024,09/27/2024,3250.00
Invoice,16973,09/16/2024,09/27/2024,3250.00
Invoice,16861,09/16/2024,09/26/2024,3795.00
Invoice,16854,09/16/2024,09/17/2024,4825.00
Invoice,16856,09/16/2024,09/17/2024,4175.00
Invoice,16860,09/16/2024,,0.00
Invoice,16859,09/16/2024,,0.00
Invoice,16858,09/16/2024,10/24/2024,1200.00
Invoice,16839,09/14/2024,10/24/2024,2075.00
Invoice,16894,09/13/2024,09/19/2024,29200.00
Invoice,16857,09/13/2024,10/03/2024,2040.00
Invoice,16846,09/13/2024,10/23/2024,4000.00
Invoice,16855,09/13/2024,09/23/2024,1574.00
Invoice,16878,09/13/2024,09/19/2024,5360.00
Invoice,16879,09/13/2024,09/19/2024,5425.00
Invoice,16880,09/13/2024,09/19/2024,5360.00
